Código,Nome,Site,Rua,CEP,Cidade,Estado,CNPJ,Data de início de atividade,Unnamed: 9,quantidade_de_cursos,preco_medio,preco_std,duracao_media,duracao_std,maturidade_media,prop_online,preco_hora_medio,idade
296,SEBRAE SP,https://www.sebrae.com.br/sites/PortalSebrae/cursoseeventos?uf=SP,,,,SP,43.728.245/0001- 42,1973-07-18,,122,0.0,0.0,5.655737704918033,8.891670897027023,1.540983606557377,1.0,0.0,49.26575342465753
297,SEBRAE TO,https://www.sebrae.com.br/sites/PortalSebrae/cursoseeventos?uf=TO,,,,TO,25.089.962/0001-90,1989-08-08,,111,16.756756756756758,175.74634753121458,6.036036036036036,9.286169050708747,1.5135135135135136,0.990990990990991,2.776119402985075,33.1972602739726
298,SEBRAE 100% ONLINE,https://www.sebrae.com.br/sites/PortalSebrae/cursosonline,,,,,10.393.366/0001-21,2008-09-25,,112,0.0,0.0,7.205357142857143,10.871931745207426,1.7857142857142858,1.0,0.0,14.052054794520547
299,DESCOMPLICA,https://cursos-livres.descomplica.com.br/,,,,,10.393.366/0001-21,2008-09-25,,17,118.2,0.0,60.705882352941174,46.724177776899786,2.7058823529411766,1.0,1.9470930232558141,14.052054794520547
300,VERBO EDUCACIONAL,https://www.verboeducacional.com.br/cursos/,,,,,05.461.103/0001-72,2002-12-17,,10,159.0,0.0,15.6,6.069596362197407,2.7,1.0,10.192307692307693,19.83013698630137
301,UNINTER,https://extensaocommerce.uninter.com/CursosArea/1,,,,,02.261.854/0001-57,1997-11-18,,10,0.0,0.0,33.1,16.831220989577673,3.1,1.0,0.0,24.912328767123288
401,Cursos Módulos,https://www.cursosmodulos.com.br/,,,,MT,,,,1,,,8.0,0.0,1.0,1.0,,
402,BTC,https://www.btcompany.com.br/,,,,MT,,,,1,2800.0,0.0,18.0,0.0,3.0,1.0,155.55555555555554,
405,Senac MT,https://www.mt.senac.br/,,,,MT,,,,15,580.25,927.3093623237788,130.53333333333333,241.55934168554847,3.066666666666667,0.0,4.445224719101124,
406,Fatec Senai MT,https://www.fatecsenai.com.br/,,,,MT,,,,2,12600.0,0.0,360.0,0.0,4.0,1.0,35.0,
407,Fundação Uniselva - UFMT,https://web.fundacaouniselva.org.br/,,,,MT,,,,2,9504.0,1404.0,442.5,22.5,4.0,0.0,21.477966101694914,
408,Unic,https://www.unic.com.br/,,,,MT,,,,9,4903.593333333333,3620.3200470799384,360.0,0.0,4.0,0.8888888888888888,13.621092592592593,
409,Mercado e-commerce,https://www.mercadoecommerce.com.br/,,,,MT,,,,1,399.0,0.0,20.0,0.0,4.0,0.0,19.95,
410,Expert Digital,https://expertdigital.net/,,,,MT,,,,1,299.0,0.0,8.0,0.0,3.0,0.0,37.375,
411,Eprotec,https://www.eproteccg.com.br/,,,,MT,,,,3,1730.0,373.1844941401862,90.66666666666667,3.2998316455372216,3.0,0.0,19.080882352941174,
