Código,Nome,Site,Rua,CEP,Cidade,Estado,CNPJ,Data de início de atividade,Unnamed: 9,quantidade_de_cursos,preco_medio,preco_std,duracao_media,duracao_std,maturidade_media,prop_online,preco_hora_medio,idade
412, Unesc,https://digital.unesc.net/,,,,SC,,,,5,4776.0,0.0,360.0,0.0,3.0,0.8,13.266666666666667,
413,Fundação Empreender,http://www.fe.org.br/programas/pgve/,,,,SC,,,,2,6169.02,0.0,128.0,0.0,4.0,0.0,48.19546875,
415,AMPE - Blumenau,https://ampeblumenau.com.br/,,,,SC,,,,3,0.0,0.0,7.333333333333333,3.7712361663282534,1.0,1.0,0.0,
418,Universidade do Contestado,https://www.unc.br/,,,,SC,,,,6,95.0,11.180339887498949,36.666666666666664,7.4535599249993,1.1666666666666667,1.0,2.5909090909090913,
420,ACIB - Associação Empresarial de Blumenau,http://www.acibblumenau.com.br/,Rua Antônio Treis 607 - 2º andar,89015-400,Blumenau,SC,,,Checar cursos,2,1000.0,1000.0,5.5,1.5,2.5,0.0,181.8181818181818,
421,ACIT - Associação Empresarial de Tubarão,https://www.acittubarao.com.br/,Av. Marcolino Martins Cabral 1788 - Ed. Minas Center 2º andar,88705-001,Tubarão,SC,,,Possui Cursos,13,790.7707692307692,1555.9705711398447,12.307692307692308,33.400563365549615,2.4615384615384617,0.15384615384615385,64.250125,
423,ACIC - Associação Empresarial de Criciúma,https://www.acicri.com.br/sobre-acic,Rua Ernesto Bianchini Góes 91,88815-030,Criciúma,SC,,,Possui Cursos,21,536.2357142857143,181.34517149483136,9.285714285714286,2.3933013091674407,2.380952380952381,0.0,57.748461538461534,
432,ACIJ - Associação Empresarial de Joinville,https://www.acij.com.br/,Av. Aluísio Pires Condeixa 2.550,89.221-750,Joinville,SC,,,,18,552.8333333333334,366.03646600365437,10.444444444444445,5.908771466803703,2.388888888888889,0.05555555555555555,52.93085106382979,
433,ACISMO - São Miguel do Oeste,https://www.acismo.com.br/,Rua Sete de Setembro 2307,,São Miguel do Oeste,SC,,,Possui Cursos,3,,,2.0,0.0,1.0,0.0,,
441,ACIJS - Associação Empresarial de Jaraguá do Sul,https://acijs.com.br/,Rua Octaviano Lombardi 100,,Jaraguá do Sul,SC,,,Possui,5,677.4,360.80000000000007,25.6,19.200000000000003,2.8,0.0,26.460937499999996,
294,SEBRAE SC,https://www.sebrae.com.br/sites/PortalSebrae/cursoseeventos?uf=SC,,,,SC,82.515.859/0001-06,1972-08-08,,152,4023.0394736842104,8940.068790122705,16.115107913669064,27.320132281269288,2.1052631578947367,0.2236842105263158,249.64396734022557,50.20821917808219
